Duration,,
1.37,1.38964557,1.36
1.34,,
1.28,,
1.38,,
1.33,,
1.26,,
1.4,,
1.44,,
1.3,,
1.24,,
1.34,,
1.62,,
1.79,,
1.3,,
1.53,,
1.48,,
1.29,,
1.35,,
1.39,,
1.25,,
1.46,,
1.41,,
1.31,,
1.26,,
1.62,,
1.32,,
1.37,,
1.45,,
1.26,,
1.37,,
1.62,,
1.47,,
1.26,,
1.28,,
1.39,,
1.42,,
1.37,,
1.43,,
1.27,,
1.4,,
1.22,,
1.37,,
1.45,,
1.37,,
1.48,,
1.32,,
1.49,,
1.43,,
1.27,,
1.42,,
1.29,,
1.25,,
1.26,,
1.27,,
1.56,,
1.35,,
1.36,,
1.51,,
1.31,,
1.36,,
1.46,,
1.41,,
1.22,,
1.53,,
1.62,,
1.29,,
1.25,,
1.37,,
1.38,,
1.56,,
1.69,,
1.24,,
1.78,,
1.25,,
1.22,,
1.37,,
1.48,,
1.28,,
1.52,,
1.38,,
1.25,,
1.33,,
1.37,,
1.26,,
1.42,,
1.25,,
1.25,,
1.62,,
1.26,,
1.24,,
1.42,,
1.47,,
1.46,,
1.4,,
1.31,,
1.3,,
1.44,,
1.33,,
1.23,,
1.41,,
1.66,,
1.42,,
1.71,,
1.29,,
1.62,,
1.37,,
1.36,,
1.53,,
1.4,,
1.63,,
1.21,,
1.59,,
1.47,,
1.89,,
1.49,,
1.37,,
1.42,,
1.39,,
1.39,,
1.53,,
1.36,,
1.37,,
1.33,,
1.48,,
1.32,,
1.31,,
1.25,,
1.58,,
1.21,,
1.29,,
1.33,,
1.3,,
1.55,,
1.43,,
1.32,,
1.46,,
1.4,,
1.4,,
1.46,,
1.57,,
1.35,,
1.3,,
1.46,,
1.22,,
1.27,,
1.26,,
1.27,,
1.39,,
1.22,,
1.2,,
1.39,,
1.23,,
1.44,,
1.26,,
1.41,,
1.42,,
1.23,,
1.56,,
1.25,,
1.34,,
1.26,,
1.31,,
1.47,,
1.49,,
1.5,,
1.46,,
1.26,,
1.58,,
1.4,,
1.38,,
1.26,,
1.29,,
1.24,,
1.71,,
1.74,,
1.27,,
1.21,,
1.32,,
1.43,,
1.32,,
1.2,,
1.31,,
1.32,,
1.43,,
1.27,,
1.18,,
1.41,,
1.27,,
1.39,,
1.25,,
1.34,,
1.3,,
1.5,,
1.58,,
1.3,,
1.38,,
1.34,,
1.47,,
1.22,,
1.23,,
1.49,,
1.37,,
1.42,,
1.51,,
1.34,,
1.37,,
1.38,,
1.24,,
1.19,,
1.24,,
1.37,,
1.35,,
1.98,,
1.54,,
1.55,,
1.44,,
1.62,,
1.29,,
1.34,,
1.34,,
1.36,,
1.4,,
1.36,,
1.57,,
1.49,,
1.28,,
1.22,,
1.4,,
1.23,,
1.31,,
1.51,,
1.29,,
1.36,,
1.68,,
1.75,,
1.27,,
1.38,,
1.32,,
1.31,,
1.43,,
1.47,,
1.41,,
1.39,,
1.23,,
1.26,,
1.38,,
1.24,,
1.44,,
1.46,,
1.43,,
1.4,,
1.29,,
1.31,,
1.49,,
1.61,,
1.33,,
1.38,,
1.34,,
1.35,,
1.34,,
1.41,,
1.3,,
1.27,,
1.71,,
1.28,,
1.43,,
1.5,,
1.4,,
1.37,,
1.42,,
1.35,,
2.67,,
1.38,,
1.28,,
1.25,,
1.27,,
1.6,,
1.41,,
1.24,,
1.27,,
1.85,,
1.34,,
1.57,,
1.39,,
1.38,,
1.62,,
1.48,,
1.52,,
1.57,,
1.44,,
1.39,,
1.56,,
1.69,,
1.66,,
1.22,,
1.36,,
1.29,,
1.57,,
1.6,,
1.56,,
1.5,,
1.4,,
1.32,,
1.26,,
1.28,,
1.39,,
1.22,,
1.39,,
1.45,,
1.42,,
1.27,,
1.43,,
1.37,,
1.33,,
1.33,,
1.44,,
1.39,,
1.33,,
1.41,,
1.58,,
1.71,,
1.43,,
1.25,,
1.32,,
1.62,,
1.39,,
1.4,,
1.34,,
1.39,,
1.6,,
1.3,,
1.44,,
1.47,,
1.22,,
1.48,,
1.41,,
1.31,,
1.35,,
1.45,,
1.3,,
1.44,,
1.52,,
1.51,,
1.54,,
1.35,,
1.5,,
1.28,,
1.18,,
1.59,,
1.37,,
1.49,,
1.56,,
1.51,,
1.47,,
1.67,,
1.86,,
1.42,,
1.56,,
1.59,,
1.54,,
1.32,,
1.02,,
1.47,,
1.58,,
1.65,,
1.33,,
1.57,,
1.77,,
1.29,,
1.42,,
1.51,,
1.68,,
1.32,,
1.35,,
1.27,,
1.57,,
1.54,,
1.75,,
1.56,,
1.32,,
1.45,,
1.38,,
1.48,,
1.62,,
1.37,,
1.34,,
1.42,,
1.35,,
1.4,,
1.49,,
1.62,,
1.39,,
1.56,,
1.35,,
1.62,,
1.27,,
1.66,,
1.26,,
1.46,,
1.44,,
1.57,,
1.33,,
1.34,,
1.21,,
1.33,,
1.21,,
1.35,,
1.32,,
1.5,,
1.4,,
1.36,,
1.35,,
1.23,,
1.47,,
1.51,,
1.44,,
1.43,,
1.4,,
1.3,,
1.32,,
1.45,,
1.39,,
1.58,,
1.44,,
1.28,,
1.21,,
1.49,,
1.23,,
1.49,,
1.29,,
1.5,,
1.2,,
1.07,,
1.31,,
1.36,,
1.31,,
1.32,,
1.14,,
1.37,,
1.31,,
1.2,,
1.45,,
1.88,,
1.25,,
1.25,,
1.28,,
1.23,,
1.47,,
1.27,,
1.29,,
1.37,,
1.39,,
1.37,,
1.8,,
1.24,,
1.4,,
1.35,,
1.4,,
1.33,,
1.29,,
1.36,,
1.57,,
1.64,,
1.24,,
1.31,,
1.3,,
1.31,,
1.27,,
1.56,,
1.38,,
1.43,,
1.39,,
1.39,,
1.38,,
1.45,,
1.48,,
1.46,,
1.2,,
1.61,,
1.3,,
1.33,,
1.52,,
1.3,,
1.28,,
1.39,,
1.43,,
1.26,,
1.4,,
1.3,,
1.43,,
1.41,,
1.24,,
1.26,,
1.2,,
1.28,,
1.25,,
1.32,,
1.26,,
1.71,,
1.46,,
1.62,,
1.22,,
1.29,,
1.35,,
1.36,,
1.51,,
1.33,,
1.49,,
1.24,,
1.26,,
1.33,,
1.35,,
1.25,,
1.31,,
1.34,,
1.46,,
1.33,,
1.24,,
1.73,,
1.28,,
1.25,,
1.27,,
1.33,,
1.23,,
1.4,,
1.18,,
1.22,,
1.36,,
1.37,,
1.39,,
1.21,,
1.59,,
1.75,,
1.82,,
1.28,,
1.35,,
1.36,,
1.32,,
1.22,,
1.35,,
1.24,,
1.21,,
1.39,,
1.46,,
1.34,,
1.31,,
1.28,,
1.47,,
1.24,,
1.42,,
1.63,,
1.41,,
1.27,,
1.45,,
1.25,,
1.49,,
1.44,,
1.35,,
1.44,,
1.24,,
1.25,,
1.25,,
1.35,,
1.36,,
1.56,,
1.43,,
1.3,,
1.34,,
1.27,,
1.25,,
1.47,,
1.35,,
1.31,,
1.32,,
1.39,,
1.57,,
1.28,,
1.4,,
1.49,,
1.68,,
1.38,,
1.25,,
1.46,,
1.32,,
1.32,,
1.37,,
1.57,,
1.37,,
1.26,,
1.47,,
1.5,,
1.47,,
1.24,,
1.29,,
1.21,,
1.8,,
1.19,,
1.22,,
1.23,,
1.23,,
1.16,,
1.51,,
1.33,,
1.24,,
1.44,,
1.33,,
1.44,,
1.12,,
1.27,,
1.42,,
1.36,,
1.39,,
1.45,,
1.44,,
1.28,,
1.25,,
1.51,,
1.47,,
1.45,,
1.25,,
1.47,,
1.27,,
1.28,,
1.32,,
1.21,,
1.32,,
1.19,,
1.46,,
1.2,,
1.26,,
1.33,,
1.26,,
1.33,,
1.52,,
1.42,,
1.53,,
1.23,,
1.41,,
1.36,,
1.37,,
1.44,,
1.28,,
1.35,,
1.58,,
1.55,,
1.51,,
1.57,,
1.31,,
1.37,,
1.41,,
1.24,,
1.39,,
1.44,,
1.42,,
1.36,,
1.53,,
1.48,,
1.33,,
1.34,,
1.32,,
1.57,,
1.57,,
1.38,,
1.41,,
1.37,,
1.19,,
1.36,,
1.49,,
1.27,,
1.79,,
1.27,,
1.24,,
1.59,,
1.27,,
1.28,,
1.35,,
1.57,,
1.77,,
1.4,,
1.46,,
1.46,,
1.29,,
1.4,,
1.23,,
1.54,,
1.26,,
1.76,,
1.34,,
1.33,,
1.31,,
1.73,,
1.44,,
1.27,,
1.28,,
1.47,,
1.47,,
1.62,,
1.33,,
1.33,,
1.37,,
1.39,,
1.2,,
1.34,,
1.24,,
1.89,,
1.21,,
1.38,,
1.35,,
1.44,,
1.38,,
1.41,,
1.49,,
1.38,,
1.3,,
1.27,,
1.56,,
1.38,,
1.44,,
1.4,,
1.45,,
1.45,,
1.35,,
1.28,,
1.25,,
1.6,,
1.05,,
1.25,,
1.23,,
1.29,,
1.31,,
1.45,,
1.35,,
1.4,,
1.44,,
1.4,,
1.4,,
1.33,,
1.41,,
1.59,,
1.43,,
1.41,,
1.61,,
1.3,,
1.36,,
1.21,,
1.36,,
1.39,,
1.45,,
1.4,,
1.34,,
1.26,,
1.36,,
1.46,,
1.6,,
1.4,,
1.43,,
1.36,,
1.24,,
1.34,,
1.29,,
1.22,,
1.47,,
1.53,,
1.26,,
1.59,,
1.25,,
1.31,,
1.38,,
1.41,,
1.26,,
1.37,,
1.21,,
1.32,,
1.18,,
1.2,,
1.24,,
1.35,,
1.21,,
1.31,,
1.24,,
1.24,,
1.27,,
1.22,,
1.27,,
1.35,,
1.22,,
1.49,,
1.4,,
1.51,,
1.28,,
1.3,,
1.54,,
1.25,,
1.58,,
1.27,,
1.39,,
1.26,,
1.41,,
1.91,,
1.68,,
1.34,,
1.48,,
1.47,,
1.27,,
1.6,,
1.38,,
1.63,,
1.35,,
1.54,,
1.36,,
1.33,,
1.57,,
1.32,,
1.52,,
1.58,,
1.51,,
1.3,,
1.58,,
1.28,,
1.38,,
1.32,,
1.36,,
1.36,,
1.22,,
1.54,,
1.28,,
1.32,,
1.39,,
1.88,,
1.44,,
1.35,,
1.31,,
1.56,,
1.32,,
1.4,,
1.39,,
1.41,,
1.2,,
1.31,,
1.46,,
1.44,,
1.53,,
1.3,,
1.52,,
1.3,,
1.54,,
1.41,,
1.35,,
1.6,,
1.54,,
1.35,,
1.46,,
1.22,,
1.43,,
1.23,,
1.38,,
1.36,,
1.54,,
1.27,,
1.34,,
1.26,,
1.3,,
1.55,,
1.36,,
1.29,,
1.46,,
1.25,,
1.23,,
1.41,,
1.26,,
1.35,,
1.86,,
1.48,,
1.14,,
1.2,,
1.05,,
1.3,,
1.26,,
1.5,,
1.55,,
1.28,,
1.51,,
1.35,,
1.93,,
1.4,,
1.29,,
1.27,,
1.34,,
1.37,,
1.58,,
1.23,,
1.23,,
1.29,,
1.23,,
1.68,,
1.29,,
1.4,,
1.29,,
1.24,,
1.39,,
1.29,,
1.3,,
1.28,,
1.15,,
1.7,,
1.43,,
1.24,,
1.39,,
1.29,,
1.3,,
1.48,,
1.29,,
1.21,,
1.36,,
1.31,,
1.29,,
1.32,,
1.58,,
1.4,,
1.26,,
1.27,,
1.45,,
1.26,,
1.3,,
1.35,,
1.28,,
1.51,,
1.33,,
1.27,,
1.15,,
1.23,,
1.21,,
1.33,,
1.5,,
1.3,,
1.45,,
1.41,,
1.41,,
1.28,,
1.36,,
1.53,,
1.69,,
1.3,,
1.22,,
1.22,,
1.39,,
1.26,,
1.71,,
1.67,,
1.58,,
1.62,,
1.27,,
1.43,,
1.54,,
1.38,,
1.28,,
1.26,,
1.27,,
1.27,,
1.41,,
1.37,,
1.54,,
1.17,,
1.3,,
1.61,,
1.29,,
1.46,,
1.31,,
1.29,,
1.81,,
1.66,,
1.28,,
1.35,,
1.27,,
1.29,,
1.42,,
1.42,,
1.48,,
1.45,,
1.2,,
1.38,,
1.36,,
1.28,,
1.24,,
1.19,,
1.28,,
1.75,,
1.61,,
1.27,,
1.53,,
1.3,,
1.31,,
1.55,,
1.66,,
1.69,,
1.29,,
1.35,,
1.37,,
1.37,,
1.28,,
1.25,,
1.25,,
1.33,,
1.18,,
1.6,,
1.22,,
1.27,,
1.37,,
1.36,,
1.24,,
1.69,,
1.27,,
1.49,,
1.32,,
1.36,,
1.27,,
1.41,,
1.52,,
1.34,,
1.37,,
1.62,,
1.31,,
1.35,,
1.23,,
1.39,,
1.28,,
1.51,,
1.53,,
1.25,,
1.44,,
1.42,,
1.32,,
1.32,,
1.19,,
1.3,,
1.43,,
1.41,,
1.38,,
1.26,,
1.39,,
1.29,,
1.37,,
1.41,,
1.43,,
1.51,,
1.28,,
1.57,,
1.42,,
1.44,,
1.23,,
1.28,,
1.28,,
1.55,,
1.45,,
1.37,,
1.34,,
1.28,,
1.27,,
1.36,,
1.3,,
1.21,,
1.39,,
1.27,,
1.3,,
1.27,,
1.29,,
1.52,,
1.35,,
1.41,,
1.59,,
1.62,,
1.28,,
1.22,,
1.4,,
1.33,,
1.22,,
1.33,,
1.36,,
1.38,,
1.25,,
1.42,,
1.29,,
1.47,,
1.31,,
1.51,,
1.36,,
1.36,,
1.24,,
1.19,,
1.29,,
1.26,,
1.28,,
1.45,,
1.24,,
1.3,,
1.3,,
1.39,,
1.42,,
1.34,,
1.45,,
1.53,,
1.3,,
1.37,,
1.55,,
1.57,,
1.35,,
1.61,,
1.47,,
1.36,,
1.29,,
1.29,,
1.43,,
1.67,,
1.34,,
1.31,,
1.62,,
1.51,,
1.24,,
1.34,,
1.45,,
1.28,,
1.21,,
1.24,,
1.29,,
1.45,,
1.45,,
1.28,,
1.56,,
1.32,,
1.36,,
1.4,,
1.44,,
1.3,,
1.38,,
1.37,,
1.34,,
1.21,,
1.4,,
1.52,,
1.32,,
1.26,,
1.6,,
1.28,,
1.22,,
1.58,,
1.4,,
1.15,,
1.25,,
1.43,,
1.38,,
1.19,,
1.32,,
1.41,,
1.31,,
1.74,,
1.36,,
1.27,,
1.24,,
1.18,,
1.44,,
1.29,,
1.36,,
1.51,,
1.6,,
1.48,,
1.33,,
1.33,,
1.33,,
1.29,,
1.21,,
1.38,,
1.51,,
1.29,,
1.18,,
1.29,,
1.36,,
1.44,,
1.59,,
1.28,,
1.42,,
1.25,,
1.41,,
1.46,,
1.31,,
1.26,,
1.42,,
1.26,,
1.37,,
1.42,,
1.27,,
1.29,,
1.52,,
1.61,,
1.31,,
1.44,,
1.31,,
1.36,,
1.42,,
1.25,,
1.51,,
1.39,,
1.46,,
1.55,,
1.5,,
1.17,,
1.45,,
1.51,,
1.59,,
1.23,,
1.37,,
1.29,,
1.39,,
1.46,,
1.46,,
1.39,,
1.39,,
1.39,,
1.25,,
1.37,,
1.38,,
1.35,,
1.37,,
1.36,,
1.59,,
1.43,,
1.74,,
1.35,,
1.7,,
1.46,,
1.48,,
1.3,,
1.38,,
1.53,,
1.41,,
1.35,,
1.35,,
1.35,,
1.26,,
1.36,,
1.35,,
1.48,,
1.53,,
1.4,,
1.36,,
1.27,,
1.22,,
1.43,,
1.4,,
1.29,,
1.26,,
1.6,,
1.35,,
1.28,,
1.2,,
1.27,,
1.46,,
1.31,,
1.36,,
1.62,,
1.47,,
1.58,,
1.48,,
1.88,,
1.26,,
1.32,,
1.54,,
1.27,,
1.31,,
1.25,,
1.52,,
1.48,,
1.4,,
1.29,,
1.71,,
1.34,,
1.38,,
1.4,,
1.28,,
1.31,,
1.25,,
1.35,,
1.33,,
1.29,,
1.3,,
1.24,,
1.36,,
1.26,,
1.56,,
1.24,,
1.36,,
1.32,,
1.48,,
1.67,,
1.29,,
1.35,,
1.32,,
1.47,,
1.18,,
1.16,,
1.38,,
1.72,,
1.25,,
1.37,,
1.48,,
1.33,,
1.29,,
1.37,,
1.23,,
1.3,,
1.17,,
1.58,,
1.39,,
1.12,,
1.18,,
1.27,,
1.31,,
1.3,,
1.35,,
1.28,,
1.27,,
1.41,,
1.21,,
1.31,,
1.28,,
1.2,,
1.17,,
1.46,,
1.39,,
1.3,,
1.52,,
1.41,,
1.68,,
1.55,,
1.3,,
1.33,,
1.42,,
1.49,,
1.35,,
1.54,,
1.44,,
1.21,,
1.25,,
1.62,,
1.39,,
1.58,,
1.16,,
1.47,,
1.33,,
1.49,,
1.32,,
1.22,,
1.56,,
1.26,,
1.24,,
1.58,,
1.24,,
1.27,,
1.7,,
1.38,,
1.29,,
1.18,,
1.18,,
1.27,,
1.41,,
1.26,,
1.23,,
1.27,,
1.38,,
1.28,,
1.3,,
1.37,,
1.47,,
1.36,,
1.16,,
1.48,,
1.47,,
1.54,,
1.42,,
1.31,,
1.17,,
1.35,,
2.21,,
1.64,,
1.2,,
1.27,,
1.27,,
1.25,,
1.3,,
1.3,,
1.35,,
1.2,,
1.26,,
1.19,,
1.44,,
1.61,,
1.29,,
1.39,,
1.42,,
1.48,,
1.41,,
1.16,,
1.43,,
1.23,,
1.25,,
1.31,,
1.34,,
1.41,,
1.33,,
1.45,,
1.31,,
1.27,,
1.2,,
1.34,,
1.39,,
1.15,,
1.25,,
1.72,,
1.54,,
1.3,,
1.35,,
1.49,,
1.25,,
1.42,,
1.45,,
1.37,,
1.36,,
1.27,,
1.41,,
1.3,,
1.41,,
1.28,,
1.29,,
1.43,,
1.19,,
1.15,,
1.17,,
1.21,,
1.39,,
1.19,,
1.38,,
1.33,,
1.5,,
1.26,,
1.54,,
1.34,,
1.39,,
1.37,,
1.25,,
1.2,,
1.74,,
1.33,,
1.29,,
1.23,,
1.29,,
1.3,,
1.19,,
1.47,,
1.33,,
1.28,,
1.28,,
1.63,,
1.57,,
1.44,,
1.66,,
1.33,,
1.52,,
1.46,,
1.66,,
1.29,,
1.57,,
1.65,,
1.37,,
1.78,,
1.4,,
1.26,,
1.3,,
1.38,,
1.26,,
1.22,,
1.37,,
1.32,,
1.51,,
1.33,,
1.46,,
1.49,,
1.73,,
1.47,,
1.35,,
1.25,,
1.29,,
1.43,,
1.64,,
1.31,,
1.42,,
1.23,,
1.5,,
1.39,,
1.32,,
1.38,,
1.31,,
1.5,,
1.76,,
1.49,,
1.3,,
1.35,,
1.31,,
1.3,,
1.31,,
1.3,,
1.41,,
1.23,,
1.26,,
1.46,,
1.58,,
1.42,,
1.34,,
1.25,,
1.37,,
1.28,,
1.49,,
1.54,,
1.65,,
1.34,,
1.4,,
1.41,,
1.37,,
1.31,,
1.3,,
1.22,,
1.22,,
1.35,,
1.82,,
1.43,,
1.35,,
1.43,,
1.67,,
1.44,,
1.92,,
1.37,,
1.3,,
1.3,,
1.53,,
1.31,,
1.17,,
1.24,,
1.62,,
1.24,,
1.29,,
1.33,,
1.43,,
1.83,,
1.39,,
1.43,,
1.33,,
1.24,,
1.26,,
1.29,,
1.27,,
1.62,,
1.27,,
1.41,,
1.47,,
1.38,,
1.24,,
1.23,,
1.17,,
1.27,,
1.61,,
1.43,,
1.39,,
1.41,,
1.26,,
1.5,,
1.42,,
1.4,,
1.2,,
1.43,,
1.41,,
1.23,,
1.24,,
1.47,,
1.45,,
1.3,,
1.23,,
1.54,,
1.39,,
1.2,,
1.45,,
1.38,,
1.42,,
1.32,,
1.25,,
1.34,,
1.39,,
1.39,,
1.32,,
1.33,,
1.27,,
1.43,,
1.3,,
1.28,,
1.32,,
1.54,,
1.23,,
1.23,,
1.44,,
1.83,,
1.55,,
1.6,,
1.46,,
1.32,,
1.32,,
1.64,,
1.48,,
1.49,,
1.28,,
1.33,,
1.43,,
1.35,,
1.42,,
1.38,,
1.42,,
1.33,,
1.59,,
1.66,,
1.34,,
1.36,,
1.4,,
1.34,,
1.26,,
1.62,,
1.23,,
1.45,,
1.37,,
1.29,,
1.19,,
1.33,,
1.41,,
1.19,,
1.28,,
1.53,,
1.54,,
1.39,,
1.31,,
1.43,,
1.29,,
1.46,,
1.36,,
1.4,,
1.61,,
1.26,,
1.31,,
1.57,,
1.26,,
1.46,,
1.16,,
1.5,,
1.81,,
1.64,,
1.34,,
1.38,,
1.3,,
1.32,,
1.57,,
1.45,,
1.33,,
1.55,,
1.4,,
1.43,,
1.17,,
1.52,,
1.19,,
1.28,,
1.42,,
1.49,,
1.51,,
1.48,,
1.29,,
1.34,,
1.49,,
1.3,,
1.29,,
1.39,,
1.37,,
1.54,,
1.43,,
1.3,,
1.34,,
1.48,,
1.32,,
1.28,,
1.28,,
1.37,,
1.25,,
1.59,,
1.29,,
1.35,,
1.3,,
1.51,,
1.26,,
1.36,,
1.44,,
1.33,,
1.38,,
1.34,,
1.37,,
1.26,,
1.41,,
1.53,,
1.52,,
1.36,,
1.32,,
1.55,,
1.28,,
1.45,,
1.21,,
1.62,,
1.78,,
1.29,,
1.26,,
1.66,,
1.36,,
1.36,,
1.29,,
1.54,,
1.3,,
1.53,,
1.3,,
1.34,,
1.44,,
2.02,,
1.2,,
1.28,,
1.29,,
1.43,,
1.33,,
1.23,,
1.25,,
1.3,,
1.25,,
1.85,,
1.4,,
1.52,,
1.25,,
1.36,,
1.35,,
1.47,,
1.26,,
1.39,,
1.27,,
1.26,,
1.53,,
1.41,,
1.36,,
1.27,,
2.05,,
1.41,,
1.4,,
1.78,,
1.22,,
1.49,,
1.77,,
1.53,,
1.46,,
1.31,,
1.29,,
1.6,,
1.24,,
1.22,,
1.26,,
1.48,,
1.33,,
1.47,,
1.34,,
1.3,,
1.18,,
1.38,,
1.31,,
1.49,,
1.33,,
1.39,,
1.3,,
1.33,,
1.26,,
1.66,,
1.25,,
1.55,,
1.2,,
1.25,,
1.27,,
1.37,,
1.31,,
1.4,,
1.41,,
1.4,,
1.5,,
1.24,,
1.5,,
1.21,,
1.34,,
1.19,,
1.41,,
1.34,,
1.33,,
1.31,,
1.8,,
1.31,,
1.25,,
1.52,,
1.44,,
1.34,,
1.31,,
1.23,,
1.51,,
1.24,,
1.25,,
1.22,,
1.23,,
1.18,,
1.7,,
1.2,,
1.36,,
1.37,,
1.45,,
1.5,,
1.49,,
1.35,,
1.37,,
1.7,,
1.61,,
1.24,,
1.16,,
1.18,,
1.24,,
1.34,,
2.01,,
1.33,,
1.34,,
1.25,,
1.26,,
1.7,,
1.35,,
1.67,,
1.33,,
1.35,,
1.32,,
1.61,,
1.26,,
1.51,,
1.42,,
1.47,,
1.33,,
1.3,,
1.41,,
1.47,,
1.33,,
1.36,,
1.39,,
1.5,,
1.52,,
1.31,,
1.38,,
1.54,,
1.39,,
1.35,,
1.43,,
1.37,,
1.29,,
1.65,,
1.24,,
1.35,,
1.29,,
1.36,,
1.39,,
1.43,,
1.66,,
1.36,,
1.4,,
1.38,,
1.61,,
1.37,,
2.29,,
1.84,,
1.48,,
1.34,,
1.37,,
1.41,,
1.66,,
1.5,,
1.59,,
1.49,,
1.64,,
1.46,,
1.58,,
1.57,,
1.44,,
1.25,,
1.72,,
1.52,,
1.47,,
1.44,,
1.29,,
1.55,,
1.62,,
1.5,,
1.58,,
1.48,,
1.27,,
1.48,,
1.46,,
1.5,,
1.43,,
1.53,,
1.44,,
1.47,,
1.33,,
1.34,,
1.4,,
1.58,,
1.42,,
1.43,,
1.6,,
1.45,,
1.57,,
1.41,,
1.34,,
1.28,,
1.56,,
1.4,,
1.32,,
1.31,,
1.5,,
1.42,,
1.35,,
1.44,,
1.32,,
1.54,,
1.38,,
1.45,,
1.27,,
1.81,,
1.53,,
1.35,,
1.59,,
1.34,,
1.42,,
1.43,,
1.68,,
1.64,,
1.56,,
1.4,,
1.71,,
1.32,,
1.29,,
1.46,,
1.35,,
1.41,,
1.5,,
1.42,,
1.47,,
1.33,,
1.48,,
1.5,,
1.7,,
1.36,,
1.63,,
1.3,,
1.43,,
1.49,,
1.29,,
1.7,,
1.5,,
1.5,,
1.51,,
1.04,,